Type,ambient_cabinet_temp_k,processing_unit_temp_k,cooling_fan_speed_rpm,mechanical_load_nm,component_wear_min,equipment_failure,component_wear_failure,thermal_dissipation_failure,power_delivery_failure,overload_stress_failure,random_node_failure,failure_type,temp_delta_k,cabinet_temp_c,processing_temp_c,estimated_power_load,wear_load_interaction,thermal_stress_index,cooling_efficiency_index,speed_torque_ratio
L,298.6,309.8,1370,56.0,0,0,0,0,0,0,0,none,11.199999999999989,25.450000000000045,36.650000000000034,8.033507853403142,0.0,627.1999999999994,4.422207861774668,24.46428527742348
L,298.6,309.9,1630,30.6,2,0,0,0,0,0,0,none,11.299999999999955,25.450000000000045,36.75,5.2228272251308905,61.2,345.7799999999986,5.259761196322165,53.26797211542574
L,298.6,310.0,1517,39.0,4,0,0,0,0,0,0,none,11.399999999999977,25.450000000000045,36.85000000000002,6.195078534031413,156.0,444.5999999999991,4.893548371311135,38.897434900065775
M,298.6,309.9,1668,32.3,6,0,0,0,0,0,0,none,11.299999999999955,25.450000000000045,36.75,5.641507853403141,193.79999999999998,364.9899999999985,5.382381395991025,51.64086527427663
M,298.6,309.9,1818,24.9,9,0,0,0,0,0,0,none,11.299999999999955,25.450000000000045,36.75,4.740125654450262,224.1,281.36999999999887,5.8664084999470525,73.01204526056043
M,298.6,310.0,1541,36.9,12,0,0,0,0,0,0,none,11.399999999999977,25.450000000000045,36.85000000000002,5.954230366492146,442.79999999999995,420.6599999999992,4.970967725900104,41.76151648342774
L,298.5,309.9,1482,42.1,15,0,0,0,0,0,0,none,11.399999999999977,25.350000000000023,36.75,6.533214659685864,631.5,479.93999999999903,4.782187787085551,35.20189940138006
L,298.6,310.1,1439,49.9,17,0,0,0,0,0,0,none,11.5,25.450000000000045,36.950000000000045,7.51896335078534,848.3,573.85,4.640438553239475,28.83767477279209
L,298.5,310.0,1492,41.2,19,0,0,0,0,0,0,none,11.5,25.350000000000023,36.85000000000002,6.43669109947644,782.8000000000001,473.8,4.8129032102809575,36.213591354039046
L,298.4,309.9,1725,27.8,21,0,0,0,0,0,0,none,11.5,25.25,36.75,5.021465968586387,583.8000000000001,319.7,5.566311695494316,62.05035748020296
L,298.4,310.0,1559,44.2,23,0,0,0,0,0,0,none,11.600000000000023,25.25,36.85000000000002,7.215476439790576,1016.6,512.720000000001,5.029032241841832,35.27149241467212
L,298.5,310.0,1435,42.5,25,0,0,0,0,0,0,none,11.5,25.350000000000023,36.85000000000002,6.386125654450262,1062.5,488.75,4.629032243132154,33.7647050878893
M,298.6,310.0,1512,37.5,27,0,0,0,0,0,0,none,11.399999999999977,25.450000000000045,36.85000000000002,5.93717277486911,1012.5,427.49999999999915,4.877419339105099,40.31999892480003
L,298.6,309.9,1564,37.1,30,0,0,0,0,0,0,none,11.299999999999955,25.450000000000045,36.75,6.075853403141362,1113.0,419.2299999999983,5.046789270581513,42.15633309551663
L,298.6,310.0,1522,40.3,32,0,0,0,0,0,0,none,11.399999999999977,25.450000000000045,36.85000000000002,6.422680628272251,1289.6,459.41999999999905,4.909677403517169,37.76674844251245
L,298.6,309.9,1356,59.5,34,0,0,0,0,0,0,none,11.299999999999955,25.450000000000045,36.75,8.448376963350785,2023.0,672.3499999999973,4.375605019762488,22.789915583362763
L,298.6,309.9,1556,38.6,36,0,0,0,0,0,0,none,11.299999999999955,25.450000000000045,36.75,6.289172774869111,1389.6000000000001,436.17999999999824,5.020974491703858,40.31087978469223
L,298.6,309.9,1393,45.5,38,0,0,0,0,0,0,none,11.299999999999955,25.450000000000045,36.75,6.636806282722513,1729.0,514.1499999999979,4.494998372071642,30.615383942519035
L,298.7,309.9,1753,26.8,40,0,0,0,0,0,0,none,11.199999999999989,25.55000000000001,36.75,4.919413612565445,1072.0,300.1599999999997,5.656663421566107,65.41044532050577
L,298.7,309.9,1651,29.5,42,0,0,0,0,0,0,none,11.199999999999989,25.55000000000001,36.75,5.099947643979058,1239.0,330.39999999999964,5.327524990876009,55.96609979775933
L,298.7,309.9,1372,54.7,44,0,0,0,0,0,0,none,11.199999999999989,25.55000000000001,36.75,7.858471204188483,2406.8,612.6399999999994,4.4272345775177975,25.082266451878127
L,298.7,309.9,1446,43.3,46,0,0,0,0,0,0,none,11.199999999999989,25.55000000000001,36.75,6.556209424083769,1991.8,484.95999999999947,4.6660212821361045,33.394918397346
M,298.7,309.8,1501,44.7,48,0,0,0,0,0,0,none,11.100000000000023,25.55000000000001,36.650000000000034,7.025623036649215,2145.6000000000004,496.17000000000104,4.845061314250931,33.57941759330162
M,298.7,309.9,1411,45.1,51,0,0,0,0,0,0,none,11.199999999999989,25.55000000000001,36.75,6.6634659685863875,2300.1,505.1199999999995,4.553081624546365,31.286030348425047
H,298.6,309.7,1672,27.5,54,0,0,0,0,0,0,none,11.099999999999966,25.450000000000045,36.55000000000001,4.814659685863874,1485.0,305.2499999999991,5.398772988702703,60.79999778909099
M,298.7,309.8,1475,40.5,59,0,0,0,0,0,0,none,11.100000000000023,25.55000000000001,36.650000000000034,6.255235602094241,2389.5,449.5500000000009,4.761136201545719,36.419752187166615
L,298.7,309.8,1469,38.4,62,0,0,0,0,0,0,none,11.100000000000023,25.55000000000001,36.650000000000034,5.906764397905759,2380.7999999999997,426.24000000000086,4.741768867844516,38.25520733710398
L,298.6,309.8,1704,28.3,64,0,0,0,0,0,0,none,11.199999999999989,25.450000000000045,36.650000000000034,5.049549738219896,1811.2,316.9599999999997,5.50032277114163,60.21201200664268
H,298.6,309.7,1463,39.1,66,0,0,0,0,0,0,none,11.099999999999966,25.450000000000045,36.55000000000001,5.9898743455497385,2580.6,434.0099999999987,4.723926365114865,37.416878838443
M,298.6,309.7,1280,64.1,71,0,0,0,0,0,0,none,11.099999999999966,25.450000000000045,36.55000000000001,8.591413612565445,4551.099999999999,711.5099999999977,4.133031953073839,19.968798440424365
L,298.7,309.9,1464,38.0,74,0,0,0,0,0,0,none,11.199999999999989,25.55000000000001,36.75,5.825340314136126,2812.0,425.59999999999957,4.724104534610828,38.5263147756233
L,298.6,309.8,1332,46.4,76,0,0,0,0,0,0,none,11.199999999999989,25.450000000000045,36.650000000000034,6.471706806282722,3526.4,519.6799999999995,4.29954808166705,28.70689593304104
L,298.5,309.7,1634,37.8,78,0,0,0,0,0,0,none,11.199999999999989,25.350000000000023,36.55000000000001,6.467560209424083,2948.3999999999996,423.35999999999956,5.276073602595823,43.22751208392826
M,298.6,309.8,1430,43.1,80,0,0,0,0,0,0,none,11.199999999999989,25.450000000000045,36.650000000000034,6.453717277486911,3448.0,482.7199999999995,4.615881198786697,33.17865352253704
M,298.5,309.7,1523,44.6,83,0,0,0,0,0,0,none,11.199999999999989,25.350000000000023,36.55000000000001,7.112649214659686,3701.8,499.5199999999995,4.917662237915201,34.147981297130464
M,298.5,309.7,1557,37.7,86,0,0,0,0,0,0,none,11.199999999999989,25.350000000000023,36.55000000000001,6.14648167539267,3242.2000000000003,422.2399999999996,5.027445899168725,41.29973365252696
L,298.5,309.6,1585,32.2,89,0,0,0,0,0,0,none,11.100000000000023,25.350000000000023,36.450000000000045,5.344188481675394,2865.8,357.42000000000075,5.119509027391766,49.22360095578879
H,298.5,309.6,1579,33.5,91,0,0,0,0,0,0,none,11.100000000000023,25.350000000000023,36.450000000000045,5.538900523560209,3048.5,371.85000000000076,5.100129182493123,47.13432695121413
M,298.5,309.7,1354,60.8,96,0,0,0,0,0,0,none,11.199999999999989,25.350000000000023,36.55000000000001,8.620230366492146,5836.799999999999,680.9599999999992,4.371972862860921,22.269736475826704
L,298.6,309.7,1627,33.4,99,0,0,0,0,0,0,none,11.099999999999966,25.450000000000045,36.55000000000001,5.690240837696335,3306.6,370.7399999999989,5.253471084102451,48.71257339183913
L,298.4,309.6,1477,35.6,101,0,0,0,0,0,0,none,11.200000000000045,25.25,36.450000000000045,5.505884816753928,3595.6000000000004,398.7200000000016,4.770671819216176,41.48876287952913
M,298.3,309.4,1595,29.0,103,0,0,0,0,0,0,none,11.099999999999966,25.150000000000034,36.25,4.843455497382199,2987.0,321.899999999999,5.155138962006662,54.99999810344834
L,298.4,309.5,1520,38.1,106,0,0,0,0,0,0,none,11.100000000000023,25.25,36.35000000000002,6.064083769633508,4038.6000000000004,422.9100000000009,4.911146995440559,39.8950120762464
L,298.3,309.4,1618,31.5,108,0,0,0,0,0,0,none,11.099999999999966,25.150000000000034,36.25,5.336858638743456,3402.0,349.64999999999895,5.2294763890450024,51.365077734441975
L,298.4,309.5,1397,50.3,110,0,0,0,0,0,0,none,11.100000000000023,25.25,36.35000000000002,7.358020942408376,5533.0,558.3300000000011,4.513731810941093,27.773359288800016
L,298.4,309.5,1450,47.9,112,0,0,0,0,0,0,none,11.100000000000023,25.25,36.35000000000002,7.272774869109948,5364.8,531.6900000000011,4.684975752229481,30.271398115419665
M,298.5,309.5,1501,40.2,114,0,0,0,0,0,0,none,11.0,25.350000000000023,36.35000000000002,6.31834554973822,4582.8,442.20000000000005,4.849757657997552,37.33830752889782
L,298.4,309.4,1392,50.1,117,0,0,0,0,0,0,none,11.0,25.25,36.25,7.302534031413613,5861.7,551.1,4.499030366842177,27.7844305831451
L,298.4,309.4,1385,43.2,119,0,0,0,0,0,0,none,11.0,25.25,36.25,6.265130890052356,5140.8,475.20000000000005,4.476405932526161,32.060184443051284
L,298.4,309.4,1461,46.3,121,0,0,0,0,0,0,none,11.0,25.25,36.25,7.0831727748691105,5602.299999999999,509.29999999999995,4.722042647957199,31.555074912417393
M,298.5,309.6,1364,58.7,123,0,0,0,0,0,0,none,11.100000000000023,25.350000000000023,36.450000000000045,8.383958115183246,7220.1,651.5700000000014,4.405684740291716,23.236796878419135
L,298.5,309.5,1579,38.6,126,0,0,0,0,0,0,none,11.0,25.350000000000023,36.35000000000002,6.38213612565445,4863.6,424.6,5.101777043289896,40.90673469153537
M,298.4,309.5,1514,38.8,128,0,0,0,0,0,0,none,11.100000000000023,25.25,36.35000000000002,6.151120418848167,4966.4,430.68000000000086,4.89176088887961,39.020617551015015
M,298.3,309.5,1560,36.9,131,0,0,0,0,0,0,none,11.199999999999989,25.150000000000034,36.35000000000002,6.027643979057592,4833.9,413.2799999999996,5.040387705846889,42.27642161852516
L,298.3,309.5,1542,36.7,134,0,0,0,0,0,0,none,11.199999999999989,25.150000000000034,36.35000000000002,5.925801047120419,4917.8,411.0399999999996,4.9822293861640405,42.01634762898235
L,298.3,309.4,1668,27.1,136,0,0,0,0,0,0,none,11.099999999999966,25.150000000000034,36.25,4.733277486910995,3685.6000000000004,300.8099999999991,5.391079491302264,61.54981322694415
M,298.3,309.4,1816,22.6,138,0,0,0,0,0,0,none,11.099999999999966,25.150000000000034,36.25,4.297549738219896,3118.8,250.85999999999925,5.869424673983761,80.35397874539916
M,298.3,309.4,1509,34.2,141,0,0,0,0,0,0,none,11.099999999999966,25.150000000000034,36.25,5.403958115183246,4822.200000000001,379.61999999999887,4.877181626124171,44.12280572740334
L,298.4,309.6,1479,37.8,144,0,0,0,0,0,0,none,11.200000000000045,25.25,36.450000000000045,5.854052356020942,5443.2,423.36000000000166,4.777131767515724,39.126983091878756
L,298.4,309.6,1655,30.2,146,0,0,0,0,0,0,none,11.200000000000045,25.25,36.450000000000045,5.233612565445026,4409.2,338.2400000000014,5.345607217875945,54.80132268869792
L,298.3,309.5,1711,30.3,148,0,0,0,0,0,0,none,11.199999999999989,25.150000000000034,36.35000000000002,5.428617801047121,4484.400000000001,339.3599999999997,5.528271387630787,56.468645001034815
L,298.4,309.7,1581,34.6,150,0,0,0,0,0,0,none,11.300000000000011,25.25,36.55000000000001,5.728020942408378,5190.0,390.9800000000004,5.10494024828886,45.69364029787167
H,298.6,309.8,1279,55.9,152,0,0,0,0,0,0,none,11.199999999999989,25.450000000000045,36.650000000000034,7.4865026178010465,8496.8,626.0799999999994,4.128469967306423,22.880142703396377
L,298.5,309.8,1468,40.9,157,0,0,0,0,0,0,none,11.300000000000011,25.350000000000023,36.650000000000034,6.287036649214659,6421.3,462.17000000000047,4.738540978894315,35.89241966033204
L,298.4,309.7,1419,41.3,159,0,0,0,0,0,0,none,11.300000000000011,25.25,36.55000000000001,6.13661780104712,6566.7,466.69000000000045,4.581853391727952,34.35835267897452
L,298.4,309.7,1530,38.6,161,0,0,0,0,0,0,none,11.300000000000011,25.25,36.55000000000001,6.184083769633508,6214.6,436.18000000000046,4.940264756408574,39.637304672608686
L,298.4,309.6,1710,27.3,163,1,0,0,0,0,0,none,11.200000000000045,25.25,36.450000000000045,4.8882722513089005,4449.900000000001,305.76000000000124,5.5232557961135145,62.637360342953826
L,298.4,309.7,1518,39.8,165,0,0,0,0,0,0,none,11.300000000000011,25.25,36.55000000000001,6.326324607329842,6566.999999999999,449.7400000000004,4.901517581848506,38.140702559278836
M,298.4,309.7,1679,33.3,167,0,0,0,0,0,0,none,11.300000000000011,25.25,36.55000000000001,5.854523560209424,5561.099999999999,376.29000000000036,5.421375507196076,50.42041890629373
M,298.4,309.7,1870,22.5,170,0,0,0,0,0,0,none,11.300000000000011,25.25,36.55000000000001,4.4057591623036645,3825.0,254.25000000000026,6.0381013689438126,83.11110741728412
L,298.3,309.7,1484,44.3,173,0,0,0,0,0,0,none,11.399999999999977,25.150000000000034,36.55000000000001,6.883895287958115,7663.9,505.01999999999896,4.791733920594983,33.498870575646265
L,298.4,309.7,1457,44.2,175,0,0,0,0,0,0,none,11.300000000000011,25.25,36.55000000000001,6.743392670157069,7735.000000000001,499.46000000000055,4.704552777834832,32.96380015919004
H,298.3,309.6,1546,36.2,177,0,0,0,0,0,0,none,11.300000000000011,25.150000000000034,36.450000000000045,5.860230366492147,6407.400000000001,409.06000000000046,4.993540035550581,42.707181140685606
M,298.2,309.5,1478,36.5,182,0,0,0,0,0,0,none,11.300000000000011,25.05000000000001,36.35000000000002,5.64890052356021,6643.0,412.4500000000004,4.775444249513912,40.493149575530154
L,298.2,309.4,1447,47.1,185,0,0,0,0,0,0,none,11.199999999999989,25.05000000000001,36.25,7.136513089005235,8713.5,527.5199999999995,4.676793779325166,30.721867712911514
L,298.2,309.4,1443,45.4,187,0,0,0,0,0,0,none,11.199999999999989,25.05000000000001,36.25,6.859916230366492,8489.8,508.47999999999945,4.663865531144585,31.784140269071802
L,298.3,309.6,1527,30.9,189,0,0,0,0,0,0,none,11.300000000000011,25.150000000000034,36.450000000000045,4.940764397905759,5840.099999999999,349.17000000000036,4.932170526704875,49.417474128884336
M,298.3,309.6,1469,54.8,191,0,0,0,0,0,0,none,11.300000000000011,25.150000000000034,36.450000000000045,8.42944502617801,10466.8,619.2400000000006,4.744832026017984,26.80656885389473
M,298.3,309.6,1681,27.1,194,0,0,0,0,0,0,none,11.300000000000011,25.150000000000034,36.450000000000045,4.770167539267017,5257.400000000001,306.2300000000003,5.429586545770069,62.02951800629084
L,298.3,309.6,1420,44.1,197,0,0,0,0,0,0,none,11.300000000000011,25.150000000000034,36.450000000000045,6.557277486910995,8687.7,498.3300000000005,4.586563292679059,32.19954575511234
M,298.3,309.5,1543,49.9,199,0,0,0,0,0,0,none,11.199999999999989,25.150000000000034,36.35000000000002,8.062376963350784,9930.1,558.8799999999994,4.985460403924199,30.92184306769854
L,298.4,309.5,1376,50.4,202,0,0,0,0,0,0,none,11.100000000000023,25.25,36.35000000000002,7.261821989528795,10180.8,559.4400000000011,4.445880437977769,27.301586759889155
H,298.3,309.4,1631,29.8,0,0,0,0,0,0,0,none,11.099999999999966,25.150000000000034,36.25,5.089403141361257,0.0,330.779999999999,5.271493195631891,54.73154178753215
H,298.3,309.3,1529,41.7,5,0,0,0,0,0,0,none,11.0,25.150000000000034,36.150000000000034,6.676366492146597,208.5,458.70000000000005,4.943420611240153,36.66666578737013
L,298.3,309.4,1468,46.2,10,0,0,0,0,0,0,none,11.099999999999966,25.150000000000034,36.25,7.101738219895289,462.0,512.8199999999985,4.744667082273216,31.77489108712357
L,298.3,309.4,1378,52.3,12,0,0,0,0,0,0,none,11.099999999999966,25.150000000000034,36.25,7.546534031413612,627.5999999999999,580.5299999999982,4.4537814982101445,26.347991848030752
L,298.3,309.3,1401,51.9,14,0,0,0,0,0,0,none,11.0,25.150000000000034,36.150000000000034,7.6138115183246065,726.6,570.9,4.52958291455033,26.994219133059364
L,298.4,309.3,1531,37.4,16,0,0,0,0,0,0,none,10.900000000000034,25.25,36.150000000000034,5.995748691099476,598.4,407.6600000000013,4.949886825250932,40.9358277824645
L,298.4,309.3,1512,35.8,18,0,0,0,0,0,0,none,10.900000000000034,25.25,36.150000000000034,5.6680209424083765,644.4,390.22000000000116,4.888457792148536,42.23463569176996
M,298.5,309.4,1522,47.4,20,0,0,0,0,0,0,none,10.899999999999977,25.350000000000023,36.25,7.554219895287958,948.0,516.659999999999,4.919198432711059,32.1097039639303
M,298.5,309.3,1615,31.8,23,0,0,0,0,0,0,none,10.800000000000011,25.350000000000023,36.150000000000034,5.377696335078534,731.4,343.4400000000004,5.221467813703628,50.78616192496346
L,298.6,309.3,1449,46.5,26,0,0,0,0,0,0,none,10.699999999999989,25.450000000000045,36.150000000000034,7.055340314136125,1209.0,497.5499999999995,4.684772050809014,31.161289652445387
L,298.6,309.4,1315,55.5,28,0,0,0,0,0,0,none,10.799999999999955,25.450000000000045,36.25,7.642146596858638,1554.0,599.3999999999975,4.250161589365994,23.693693266780304
M,298.6,309.4,1465,41.1,30,0,0,0,0,0,0,none,10.799999999999955,25.450000000000045,36.25,6.304869109947644,1233.0,443.8799999999981,4.7349708961377805,35.6447679891784
M,298.6,309.5,1404,43.3,33,0,0,0,0,0,0,none,10.899999999999977,25.450000000000045,36.35000000000002,6.365780104712042,1428.8999999999999,471.969999999999,4.5363489352622,32.42494151443554
L,298.6,309.5,1547,44.8,36,0,0,0,0,0,0,none,10.899999999999977,25.450000000000045,36.35000000000002,7.2571308900523555,1612.8,488.31999999999897,4.9983844749648325,34.53124922921319
M,298.6,309.5,1426,45.4,38,0,0,0,0,0,0,none,10.899999999999977,25.450000000000045,36.35000000000002,6.779099476439791,1725.2,494.85999999999893,4.607431325985682,31.409690938112536
L,298.6,309.5,1730,30.2,41,0,0,0,0,0,0,none,10.899999999999977,25.450000000000045,36.35000000000002,5.470785340314136,1238.2,329.1799999999993,5.589660725073794,57.28476631507396
L,298.5,309.4,1548,37.7,43,0,0,0,0,0,0,none,10.899999999999977,25.350000000000023,36.25,6.110952879581152,1621.1000000000001,410.92999999999915,5.003232045884835,41.061006868408306
L,298.5,309.4,1517,40.2,45,0,0,0,0,0,0,none,10.899999999999977,25.350000000000023,36.25,6.385696335078534,1809.0000000000002,438.1799999999991,4.9030381224853326,37.73631746924583
L,298.6,309.5,1687,29.3,47,0,0,0,0,0,0,none,10.899999999999977,25.450000000000045,36.35000000000002,5.175821989528796,1377.1000000000001,319.3699999999993,5.450726961386989,57.57678984379557
L,298.5,309.5,1738,25.2,49,0,0,0,0,0,0,none,11.0,25.350000000000023,36.35000000000002,4.58613612565445,1234.8,277.2,5.61550886715506,68.9682512314186
H,298.4,309.4,1512,35.3,51,0,0,0,0,0,0,none,11.0,25.25,36.25,5.588858638743456,1800.3,388.29999999999995,4.886877812259606,42.83285997640624
M,298.5,309.4,1365,48.7,56,0,0,0,0,0,0,none,10.899999999999977,25.350000000000023,36.25,6.960785340314136,2727.2000000000003,530.8299999999989,4.411764691623256,28.028746857725938
H,298.5,309.4,2011,21.0,59,0,0,0,0,0,0,none,10.899999999999977,25.350000000000023,36.25,4.422094240837696,1239.0,228.89999999999952,6.499676772787082,95.76190020181427
L,298.4,309.3,1806,27.6,64,0,0,0,0,0,0,none,10.900000000000034,25.25,36.150000000000034,5.219434554973823,1766.4,300.84000000000094,5.838991251732973,65.43478023787027
L,298.4,309.3,1716,28.4,66,0,0,0,0,0,0,none,10.900000000000034,25.25,36.150000000000034,5.103078534031413,1874.3999999999999,309.56000000000097,5.548011621247942,60.422533083713624
M,298.4,309.4,1666,24.3,68,0,0,0,0,0,0,none,11.0,25.25,36.25,4.239141361256545,1652.4,267.3,5.384615367211974,68.55966796050748
L,298.5,309.4,1578,36.3,71,0,0,0,0,0,0,none,10.899999999999977,25.350000000000023,36.25,5.998052356020942,2577.2999999999997,395.66999999999916,5.100193907239193,43.47107318261507
L,298.3,309.3,1558,37.2,73,0,0,0,0,0,0,none,11.0,25.150000000000034,36.150000000000034,6.068858638743456,2715.6000000000004,409.20000000000005,5.037180714396441,41.88171930425486
L,298.3,309.2,1456,45.5,75,0,0,0,0,0,0,none,10.899999999999977,25.150000000000034,36.05000000000001,6.93696335078534,3412.5,495.94999999999897,4.708926246090148,31.999999296703315
M,298.2,309.1,1457,49.0,77,0,0,0,0,0,0,none,10.900000000000034,25.05000000000001,35.950000000000045,7.475706806282722,3773.0,534.1000000000017,4.713684876371126,29.73469327072055
L,298.2,309.1,1467,44.5,80,0,0,0,0,0,0,none,10.900000000000034,25.05000000000001,35.950000000000045,6.835759162303665,3560.0,485.05000000000155,4.746036865913824,32.966291394015926
M,298.1,309.0,1661,38.2,82,0,0,0,0,0,0,none,10.899999999999977,24.950000000000045,35.85000000000002,6.644,3132.4,416.37999999999914,5.375404513348205,43.481674254406435
L,298.1,309.0,1592,33.9,85,0,0,0,0,0,0,none,10.899999999999977,24.950000000000045,35.85000000000002,5.651183246073298,2881.5,369.5099999999992,5.152103543197076,46.96165053210471
L,298.2,309.0,1596,37.2,87,0,0,0,0,0,0,none,10.800000000000011,25.05000000000001,35.85000000000002,6.216879581151833,3236.4,401.76000000000045,5.165048526973953,42.90322465313912
L,298.2,309.0,1489,40.6,89,0,0,0,0,0,0,none,10.800000000000011,25.05000000000001,35.85000000000002,6.330198952879582,3613.4,438.4800000000005,4.818770210942492,36.67487594396857
L,298.3,309.0,1471,48.3,91,0,0,0,0,0,0,none,10.699999999999989,25.150000000000034,35.85000000000002,7.439717277486912,4395.3,516.8099999999994,4.760517783946544,30.455485911894705
M,298.3,309.0,1505,41.3,93,0,0,0,0,0,0,none,10.699999999999989,25.150000000000034,35.85000000000002,6.508534031413612,3840.8999999999996,441.9099999999995,4.870550146049999,36.44067708376085
L,298.3,309.0,1519,40.0,96,0,0,0,0,0,0,none,10.699999999999989,25.150000000000034,35.85000000000002,6.362303664921466,3840.0,427.99999999999955,4.915857589269069,37.97499905062502
L,298.3,309.0,1408,45.4,98,0,0,0,0,0,0,none,10.699999999999989,25.150000000000034,35.85000000000002,6.693528795811518,4449.2,485.77999999999946,4.556634289460731,31.013215175920372
L,298.2,308.9,1332,44.4,100,0,0,0,0,0,0,none,10.699999999999989,25.05000000000001,35.75,6.19275392670157,4440.0,475.0799999999995,4.31207509125259,29.999999324324342
L,298.1,308.9,1351,52.4,102,0,0,0,0,0,0,none,10.799999999999955,24.950000000000045,35.75,7.412816753926701,5344.8,565.9199999999976,4.373583669881568,25.782442256060264
L,298.0,308.9,1500,36.7,104,0,0,0,0,0,0,none,10.899999999999977,24.850000000000023,35.75,5.764397905759163,3816.8,400.0299999999992,4.855940418077241,40.87193349122797
M,298.0,308.7,1614,30.7,106,0,0,0,0,0,0,none,10.699999999999989,24.850000000000023,35.55000000000001,5.188460732984293,3254.2,328.48999999999967,5.228377048175002,52.57328818979517
L,298.0,308.8,1489,36.5,109,0,0,0,0,0,0,none,10.800000000000011,24.850000000000023,35.650000000000034,5.690942408376963,3978.5,394.2000000000004,4.821891176094912,40.79451943028714
M,297.9,308.7,1751,26.6,111,0,0,0,0,0,0,none,10.800000000000011,24.75,35.55000000000001,4.8771308900523564,2952.6000000000004,287.2800000000003,5.672173612982917,65.82706519447123
L,298.0,308.7,1511,45.8,114,0,0,0,0,0,0,none,10.699999999999989,24.850000000000023,35.55000000000001,7.246471204188482,5221.2,490.05999999999943,4.894719776823066,32.991265655212544
L,297.9,308.6,1691,29.6,116,0,0,0,0,0,0,none,10.700000000000045,24.75,35.450000000000045,5.241214659685864,3433.6000000000004,316.72000000000133,5.479585205834137,57.12837644836566
L,297.9,308.6,1757,27.5,118,0,0,0,0,0,0,none,10.700000000000045,24.75,35.450000000000045,5.059424083769634,3245.0,294.25000000000125,5.693454291336829,63.89090676760339
H,297.9,308.7,1545,35.9,120,0,0,0,0,0,0,none,10.800000000000011,24.75,35.55000000000001,5.807905759162304,4308.0,387.72000000000037,5.0048590702790445,43.036210500384115
L,297.9,308.6,2262,15.7,125,0,0,0,0,0,0,none,10.700000000000045,24.75,35.450000000000045,3.7186806282722515,1962.5,167.99000000000072,7.329876839501371,144.07642394417684
M,297.7,308.5,1559,35.2,127,0,0,0,0,0,0,none,10.800000000000011,24.55000000000001,35.35000000000002,5.746261780104712,4470.400000000001,380.1600000000004,5.053484586536517,44.28977146904058
L,297.6,308.4,1626,32.4,130,0,0,0,0,0,0,none,10.799999999999955,24.450000000000045,35.25,5.5164816753926695,4212.0,349.91999999999854,5.272373523760138,50.18518363625977
L,297.6,308.3,1424,53.9,132,0,0,0,0,0,0,none,10.699999999999989,24.450000000000045,35.150000000000034,8.03702617801047,7114.8,576.7299999999993,4.618877701528129,26.419294500569677
M,297.6,308.3,1648,29.1,134,0,0,0,0,0,0,none,10.699999999999989,24.450000000000045,35.150000000000034,5.021654450261781,3899.4,311.36999999999966,5.345442733229183,56.632300459371116
L,297.6,308.3,1523,39.5,137,0,0,0,0,0,0,none,10.699999999999989,24.450000000000045,35.150000000000034,6.299319371727749,5411.5,422.6499999999995,4.939993496788863,38.55696104919086
L,297.6,308.3,1502,43.2,139,0,0,0,0,0,0,none,10.699999999999989,24.450000000000045,35.150000000000034,6.794387434554974,6004.8,462.23999999999955,4.87187802506689,34.76851771369172
L,297.5,308.2,1489,40.7,141,0,0,0,0,0,0,none,10.699999999999989,24.350000000000023,35.05000000000001,6.34579057591623,5738.700000000001,435.48999999999955,4.831278374979629,36.58476568587799
M,297.4,308.1,1620,31.2,143,0,0,0,0,0,0,none,10.700000000000045,24.25,34.950000000000045,5.292565445026178,4461.599999999999,333.8400000000014,5.258033089068377,51.92307525887579
L,297.5,308.1,1631,30.6,146,0,0,0,0,0,0,none,10.600000000000023,24.350000000000023,34.950000000000045,5.226031413612566,4467.6,324.3600000000007,5.293735782883038,53.30065185291987
M,297.5,308.0,1429,45.8,148,0,0,0,0,0,0,none,10.5,24.350000000000023,34.85000000000002,6.853214659685864,6778.4,480.9,4.639610374546719,31.200872681203656
M,297.5,308.1,1334,72.0,151,1,0,0,1,0,0,power_delivery_failure,10.600000000000023,24.350000000000023,34.950000000000045,10.05738219895288,10872.0,763.2000000000016,4.329763049887169,18.527777520447536
L,297.4,308.0,1423,38.0,154,0,0,0,0,0,0,none,10.600000000000023,24.25,34.85000000000002,5.6621989528795815,5852.0,402.80000000000086,4.6201298551294485,37.447367435595595
L,297.4,307.9,1390,47.7,156,0,0,0,0,0,0,none,10.5,24.25,34.75,6.942722513089005,7441.200000000001,500.85,4.514452729735457,29.14046060502179
M,297.4,307.9,1338,48.5,158,0,0,0,0,0,0,none,10.5,24.25,34.75,6.795078534031414,7663.0,509.25,4.345566728335283,27.587628297162304
H,297.3,307.9,1461,37.5,161,0,0,0,0,0,0,none,10.599999999999966,24.150000000000034,34.75,5.736910994764398,6037.5,397.49999999999875,4.745047077801082,38.959998961066695
M,297.4,307.9,1627,34.3,166,0,0,0,0,0,0,none,10.5,24.25,34.75,5.843570680628272,5693.799999999999,360.15,5.284183159193949,47.434400949434384
L,297.3,307.8,1385,44.4,169,0,0,0,0,0,0,none,10.5,24.150000000000034,34.650000000000034,6.439162303664921,7503.599999999999,466.2,4.499675099091374,31.193692991133045
M,297.3,307.8,1538,48.0,171,0,0,0,0,0,0,none,10.5,24.150000000000034,34.650000000000034,7.730261780104712,8208.0,504.0,4.996751120868255,32.04166599913196
